year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv6bw271652,il,37.0,34764.0,—,gray,nissan-infiniti lt,15950.0,15700.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Nissan,Murano,SL,SUV,automatic,jn8az1mw6bw165103,pa,45.0,49187.0,black,black,nissan-infiniti lt,19250.0,19600.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv3bw680059,pa,4.0,25212.0,silver,gray,nissan-infiniti lt,16600.0,14700.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv1bw306114,tn,47.0,45980.0,white,black,nissan-infiniti lt,15150.0,16800.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,,jn8as5mv1bw306050,pa,45.0,38812.0,red,black,nissan-infiniti lt,15650.0,15700.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mvxbw309836,il,31.0,40506.0,burgundy,gray,nissan-infiniti lt,15550.0,16000.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Nissan,Murano,SL,SUV,,jn8az1mw9bw180856,pa,28.0,52949.0,black,black,nissan-infiniti lt,18750.0,17800.0,Tue Dec 23 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv1bw303827,pa,26.0,30415.0,white,gray,nissan-infiniti lt,14300.0,12700.0,Thu Jan 08 2015 13:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv7bw311933,tx,41.0,47194.0,purple,black,nissan-infiniti lt,14500.0,14800.0,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv9bw303140,pa,37.0,33556.0,white,black,remarketing by ge/manheim pennsylvania,16000.0,12100.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Quest,LE,Minivan,automatic,jn8ae2kp1b9006999,pr,33.0,19132.0,white,gray,oriental bank,24400.0,14500.0,Thu Feb 19 2015 03:30:00 GMT-0800 (PST)
2011,Nissan,Rogue,S,SUV,automatic,jn8as5mv6bw683280,tn,29.0,21567.0,gray,black,nissan-infiniti lt,14000.0,12800.0,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv6bw670951,ny,,135418.0,silver,—,danbury auto group inc,12750.0,8250.0,Wed Dec 17 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,S,SUV,automatic,jn8as5mv6bw273420,nc,38.0,98744.0,silver,black,north state acceptance,11900.0,11400.0,Mon Feb 09 2015 01:30:00 GMT-0800 (PST)
2011,Nissan,Murano,SV,SUV,,jn8az1mw1bw183783,pa,41.0,23309.0,red,black,nissan-infiniti lt,19000.0,16200.0,Fri Jan 09 2015 09:00:00 GMT-0800 (PST)
2011,Nissan,Murano,SL,SUV,automatic,jn8az1mw6bw187263,il,34.0,35347.0,brown,beige,nissan-infiniti lt,20800.0,19300.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,S,SUV,automatic,jn8as5mv6bw305444,pa,38.0,30823.0,silver,black,nissan-infiniti lt,14250.0,13000.0,Fri Jan 09 2015 09:00:00 GMT-0800 (PST)
2011,Nissan,Pathfinder,S,SUV,automatic,5n1ar1nb4bc622477,ny,,28279.0,white,tan,romeo chevrolet buick gmc llc,19500.0,20400.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv5bw687658,il,27.0,37113.0,black,gray,nissan-infiniti lt,15800.0,15900.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv0bw688488,il,33.0,39373.0,black,black,nissan-infiniti lt,14900.0,15000.0,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,,jn8as5mvxbw306032,il,29.0,34338.0,black,black,nissan-infiniti lt,16000.0,16400.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv4bw315454,il,44.0,40585.0,red,black,nissan-infiniti lt,15550.0,17000.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv7bw310071,il,47.0,26893.0,white,gray,nissan-infiniti lt,16450.0,18000.0,Mon Dec 22 2014 13:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv8bw689730,pa,37.0,25818.0,black,gray,nissan-infiniti lt,16550.0,14600.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv7bw690285,pa,28.0,33373.0,silver,black,nissan-infiniti lt,16000.0,15400.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,,jn8as5mv2bw314433,pa,37.0,42856.0,purple,black,nissan-infiniti lt,15350.0,15200.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Murano,SL,SUV,automatic,jn8az1mw0bw181149,tn,36.0,35323.0,gray,black,nissan-infiniti lt,20800.0,19800.0,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,,jn8as5mv1bw307974,tn,47.0,38405.0,gray,gray,nissan-infiniti lt,15650.0,16000.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,,jn8as5mv5bw300395,tn,44.0,19940.0,—,gray,nissan-infiniti lt,16950.0,16000.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,,jn8as5mv4bw308388,co,48.0,22820.0,brown,black,nissan-infiniti lt,16950.0,16400.0,Tue Dec 23 2014 11:45:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv8bw282992,pa,34.0,43315.0,gray,gray,ge fleet services for itself/servicer,15400.0,14900.0,Fri Jan 02 2015 09:00:00 GMT-0800 (PST)
2011,Nissan,Pathfinder,SV,SUV,automatic,5n1ar1nb4bc612550,in,45.0,143393.0,gray,gray,ari,14000.0,13300.0,Tue Dec 23 2014 10:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,,jn8as5mv6bw309784,il,47.0,38614.0,gray,black,nissan-infiniti lt,15650.0,17100.0,Mon Dec 22 2014 13:00:00 GMT-0800 (PST)
2011,Nissan,Murano,SL,SUV,automatic,jn8az1mw4bw184359,tn,29.0,18859.0,—,black,nissan-infiniti lt,22000.0,19400.0,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,,jn8as5mvxbw684738,pa,27.0,26841.0,black,black,nissan-infiniti lt,14250.0,16200.0,Fri Jan 02 2015 09:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv6bw671808,pa,39.0,41331.0,silver,gray,nissan-infiniti lt,15450.0,16400.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Murano,SV,SUV,automatic,jn8az1mu3bw068228,ga,37.0,23714.0,gray,black,nissan-infiniti lt,19600.0,17200.0,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,,jn8as5mv6bw307372,pa,37.0,16698.0,purple,black,nissan-infiniti lt,17200.0,16900.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Murano,SL,SUV,automatic,jn8az1mw8bw157309,tn,49.0,36496.0,—,tan,nissan-infiniti lt,20600.0,21800.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Nissan,Murano,SL,SUV,,jn8az1mw0bw178400,pa,26.0,40777.0,red,black,nissan-infiniti lt,20000.0,18300.0,Tue Dec 23 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Pathfinder,S,SUV,,5n1ar1nb1bc631931,pa,35.0,26295.0,black,beige,koons tysons toyota,19900.0,19200.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mt6bw573392,fl,35.0,38297.0,black,black,d&a fine cars,14100.0,13300.0,Fri Feb 06 2015 01:25:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mt3bw564178,tx,,38229.0,black,—,cm investments,14850.0,13600.0,Mon Dec 22 2014 10:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,S,SUV,automatic,jn8as5mvxbw683864,tn,44.0,70665.0,gray,gray,nissan-infiniti lt,10750.0,9200.0,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv7bw685751,nj,35.0,48615.0,black,black,nissan-infiniti lt,15100.0,13300.0,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,,jn8as5mv8bw305350,pa,43.0,37120.0,white,black,nissan-infiniti lt,15950.0,15700.0,Tue Dec 23 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Murano,SL,SUV,automatic,jn8az1mw6bw167613,pa,27.0,42255.0,black,beige,nissan-infiniti lt,19600.0,17400.0,Fri Jan 09 2015 09:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mvxbw686456,il,26.0,37473.0,black,—,nissan-infiniti lt,13850.0,15100.0,Thu Jan 08 2015 10:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,,jn8as5mv1bw681405,pa,38.0,37640.0,gray,gray,nissan-infiniti lt,15900.0,13900.0,Tue Dec 23 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mvxbw289376,co,4.0,33189.0,white,black,nissan-infiniti lt,16150.0,17900.0,Tue Dec 23 2014 11:45:00 GMT-0800 (PST)
2011,Nissan,Murano,SL,SUV,automatic,jn8az1mw1bw181290,il,43.0,48427.0,gray,black,nissan-infiniti lt,18450.0,19200.0,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2011,Nissan,Pathfinder,LE,SUV,,5n1ar1nn2bc625422,tx,,92344.0,silver,—,d&m leasing,11450.0,12600.0,Fri Dec 19 2014 11:00:00 GMT-0800 (PST)
2011,Nissan,Murano,SL,SUV,automatic,jn8az1mw3bw177323,pa,42.0,37615.0,black,black,nissan-infiniti lt,20500.0,21750.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,,jn8as5mv4bw313140,pa,35.0,35014.0,white,gray,nissan-infiniti lt,15900.0,14600.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,,jn8as5mv3bw685178,pa,42.0,32699.0,silver,black,nissan-infiniti lt,16050.0,15300.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,,jn8as5mv5bw688471,pa,29.0,29686.0,gray,black,nissan-infiniti lt,16250.0,15700.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Murano,SV,SUV,automatic,jn8az1mw8bw184333,pa,3.0,32033.0,silver,black,nissan-infiniti lt,18000.0,16200.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv7bw307073,tn,45.0,49860.0,—,gray,nissan-infiniti lt,14850.0,15000.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Nissan,Pathfinder,LE,SUV,,5n1ar1nnxbc624681,pr,38.0,41027.0,gray,black,oriental bank,16800.0,11700.0,Thu Jan 15 2015 03:30:00 GMT-0800 (PST)
2011,Nissan,Rogue,S,SUV,automatic,jn8as5mv9bw308256,il,41.0,19743.0,black,black,nissan-infiniti lt,14300.0,14000.0,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,,jn8as5mv5bw301014,tn,48.0,14374.0,—,gray,nissan-infiniti lt,17350.0,15800.0,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,,jn8as5mv2bw679808,pa,41.0,30089.0,silver,black,nissan-infiniti lt,16250.0,17300.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mvxbw304961,pa,37.0,34955.0,gray,gray,nissan-infiniti lt,15900.0,16800.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv8bw308619,il,45.0,29848.0,—,black,nissan-infiniti lt,16300.0,18200.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Nissan,Pathfinder,SV,SUV,,5n1ar1nn8bc632181,pa,35.0,66132.0,gray,—,bmw alphera/alphera financial services,14350.0,13800.0,Fri Jan 02 2015 09:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,S,SUV,automatic,jn8as5mv1bw674888,fl,19.0,77345.0,black,black,wells fargo dealer services,9650.0,8300.0,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2011,Nissan,Rogue,S,SUV,automatic,jn8as5mv9bw681040,il,34.0,44728.0,gray,gray,wells fargo dealer services,11550.0,12900.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Nissan,Murano,SV,SUV,automatic,jn8az1mw2bw181816,pa,37.0,44740.0,brown,beige,nissan-infiniti lt,16900.0,16700.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv2bw682689,co,33.0,35079.0,black,black,nissan-infiniti lt,16050.0,14800.0,Tue Dec 23 2014 11:45:00 GMT-0800 (PST)
2011,Nissan,Murano,SL,SUV,,jn8az1mw2bw180049,pa,25.0,44746.0,—,beige,nissan-infiniti lt,19500.0,16500.0,Fri Jan 02 2015 09:00:00 GMT-0800 (PST)
2011,Nissan,Pathfinder,S,SUV,automatic,5n1ar1nb1bc629385,nj,39.0,25122.0,gray,gray,lester glenn buick,19300.0,19000.0,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2011,Nissan,Murano,SL,SUV,,jn8az1mw0bw172886,pa,33.0,37869.0,gray,black,nissan-infiniti lt,20500.0,19200.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv2bw683728,tn,4.0,48383.0,white,silver,nissan-infiniti lt,15200.0,14800.0,Tue Dec 23 2014 10:30:00 GMT-0800 (PST)
2011,Nissan,Pathfinder,S,SUV,,5n1ar1nb1bc624638,pa,35.0,24166.0,black,gray,nissan-infiniti lt,19350.0,18000.0,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2011,Nissan,Murano,SL,SUV,automatic,jn8az1mw7bw183853,nj,35.0,49024.0,red,black,nissan-infiniti lt,19100.0,16200.0,Wed Jan 07 2015 09:30:00 GMT-0800 (PST)
2011,Nissan,Murano,SL,SUV,automatic,jn8az1mw1bw177076,co,4.0,56769.0,gray,black,nissan-infiniti lt,18300.0,19000.0,Tue Dec 23 2014 11:45:00 GMT-0800 (PST)
2011,Nissan,Murano,SL,SUV,automatic,jn8az1mwxbw178534,il,42.0,37890.0,brown,black,nissan-infiniti lt,20200.0,21800.0,Thu Jan 08 2015 02:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,S,SUV,automatic,jn8as5mv6bw684381,tn,38.0,34826.0,black,black,nissan-infiniti lt,13050.0,12600.0,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2011,Nissan,Murano,SL,SUV,,jn8az1mw7bw177695,pa,26.0,24523.0,black,black,nissan-infiniti lt,21700.0,19100.0,Tue Dec 23 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv6bw299323,tn,48.0,17508.0,—,black,nissan-infiniti lt,17100.0,18000.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Nissan,Pathfinder,S,SUV,automatic,5n1ar1nb4bc627128,il,28.0,32788.0,black,black,nissan-infiniti lt,19150.0,20500.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,S,SUV,automatic,jn8as5mt7bw169789,fl,23.0,42440.0,black,black,tfp international inc,12500.0,10500.0,Thu Mar 05 2015 03:45:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv6bw281663,oh,47.0,53531.0,blue,gray,ge fleet services for itself/servicer,14850.0,14500.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,,jn8as5mv1bw681873,nj,37.0,36439.0,black,black,nissan-infiniti lt,16000.0,16100.0,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,,jn8as5mv4bw252405,va,44.0,53117.0,silver,black,pohanka honda of fredericksburg,14850.0,13700.0,Mon Dec 29 2014 09:35:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,,jn8as5mv8bw680610,pa,45.0,52103.0,gray,gray,nissan-infiniti lt,20700.0,20600.0,Fri Jun 19 2015 02:00:00 GMT-0700 (PDT)
2011,Nissan,Sentra,2.0 SR,Sedan,automatic,3n1ab6apxbl625639,oh,28.0,69100.0,gray,black,wells fargo dealer services,7225.0,7000.0,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2011,Nissan,Sentra,SE-R,Sedan,automatic,3n1bb6ap5bl687972,pr,23.0,44574.0,silver,black,oriental bank,10450.0,8000.0,Thu Jan 08 2015 11:30:00 GMT-0800 (PST)
2011,Nissan,Sentra,2.0 SR,Sedan,automatic,3n1ab6ap6bl715337,il,2.0,34233.0,black,gray,nissan-infiniti lt,9525.0,7600.0,Mon Dec 22 2014 13:00:00 GMT-0800 (PST)
2011,Nissan,Sentra,2,Sedan,automatic,3n1ab6ap7bl684793,tx,,74270.0,black,gray,hiley mazda of hurst,7600.0,7400.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Nissan,Versa,1.8 S,Hatchback,,3n1bc1cp3bl400111,ga,2.0,71927.0,blue,black,automobile acceptance corp,5600.0,5300.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Nissan,Sentra,2,Sedan,automatic,3n1ab6ap3bl615261,fl,,47026.0,gray,gray,al hendrickson toyota,8900.0,7800.0,Wed Dec 17 2014 09:30:00 GMT-0800 (PST)
2011,Ram,1500,Sport,Crew Cab,automatic,1d7rb1ct6bs656567,la,42.0,88006.0,black,beige,southern remarketing solutions/regions bank,17500.0,15900.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Sentra,2,Sedan,automatic,3n1ab6ap7bl631799,pa,32.0,68962.0,silver,gray,kly international,7850.0,7600.0,Thu Jan 08 2015 09:30:00 GMT-0800 (PST)
2011,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp5bl384090,az,,68354.0,silver,gray,right toyota,5850.0,4200.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Ram,Dakota,BigHorn,Extended Cab,automatic,1d7re3bk9bs691759,fl,46.0,29135.0,white,gray,florida credit union,13050.0,13800.0,Thu Dec 18 2014 13:25:00 GMT-0800 (PST)
2011,Nissan,Sentra,2.0 SL,Sedan,automatic,3n1ab6ap7bl638901,ga,26.0,69477.0,black,gray,wells fargo dealer services,7825.0,6400.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mvxbw674002,co,28.0,52082.0,black,black,nissan-infiniti lt,14850.0,13000.0,Tue Dec 23 2014 11:45:00 GMT-0800 (PST)
2011,Nissan,Sentra,2,Sedan,manual,3n1ab6ap9bl732438,pa,28.0,34316.0,white,tan,nissan-infiniti lt,9525.0,7500.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp9bl474293,mi,2.0,62352.0,gray,black,condor capital corp,6800.0,5500.0,Thu Mar 05 2015 01:30:00 GMT-0800 (PST)
2011,Nissan,Versa,1.8 S,Sedan,automatic,3n1bc1apxbl405874,mi,19.0,114022.0,white,black,santander consumer,4875.0,2900.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2011,Ram,3500,Laramie,Crew Cab,automatic,3d73y3cl4bg538069,nv,38.0,28592.0,burgundy,black,larry h miller chrysler jeep dodge ram sandy,40200.0,37000.0,Fri Dec 19 2014 12:00:00 GMT-0800 (PST)
2011,Nissan,Versa,1.8 S,Hatchback,,3n1bc1cpxbl412658,pa,,53639.0,silver,—,luxury fleet serv inc,6375.0,7900.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Porsche,Panamera,Base,Sedan,automatic,wp0aa2a77bl011507,ga,,49592.0,white,tan,fc auto sales llc,44900.0,45800.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Nissan,Sentra,2.0 SL,Sedan,automatic,3n1ab6ap2bl668064,pa,29.0,28849.0,—,gray,nissan-infiniti lt,9625.0,9700.0,Fri Jan 02 2015 09:00:00 GMT-0800 (PST)
2011,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp2bl441801,il,2.0,59390.0,silver,black,ally,6025.0,5900.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Nissan,Sentra,2,Sedan,automatic,3n1ab6ap9bl703084,il,42.0,56707.0,gray,gray,friendly finance corp,8450.0,8400.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Ram,1500,Laramie,Crew Cab,automatic,1d7rv1ct3bs646182,fl,45.0,47528.0,brown,gray,ed morse auto plaza,28000.0,27200.0,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
2011,Ram,1500,SLT,Quad Cab,automatic,1d7rb1gp5bs692635,in,28.0,47190.0,red,gray,ge fleet services for itself/servicer,15700.0,16200.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Porsche,Cayenne,Base,SUV,,wp1aa2a25bla05448,il,,101577.0,white,—,joe rizza ford of orland park inc,32700.0,27750.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Ram,3500,SLT,Crew Cab,automatic,3d73y3cl8bg533487,co,19.0,76250.0,green,gray,castlewood motors ltd,26700.0,24000.0,Tue Dec 30 2014 12:00:00 GMT-0800 (PST)
2011,Ram,1500,Laramie,Quad Cab,automatic,1d7rb1gt9bs628935,fl,,67515.0,black,black,williamson cadillac company,15650.0,15900.0,Fri Dec 19 2014 09:35:00 GMT-0800 (PST)
2011,Ram,1500,SLT,Quad Cab,automatic,1d7rv1gp0bs528569,pa,26.0,64102.0,brown,beige,tdaf remarketing,17800.0,17600.0,Fri Feb 20 2015 01:00:00 GMT-0800 (PST)
2011,Nissan,Sentra,2.0 SR,Sedan,automatic,3n1ab6ap7bl639482,tn,2.0,89946.0,blue,gray,nissan motor acceptance corporation,6400.0,4900.0,Tue Jan 27 2015 02:00:00 GMT-0800 (PST)
2011,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp7bl444936,sc,35.0,75676.0,silver,—,lease plan usa,5450.0,5000.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Ram,1500,Sport,Crew Cab,,1d7rv1ct5bs644188,co,38.0,34538.0,gray,gray,justus motors company inc,25400.0,23300.0,Tue Dec 23 2014 11:45:00 GMT-0800 (PST)
2011,Ram,1500,Sport,Quad Cab,automatic,1d7rv1gt1bs675853,co,23.0,140406.0,blue,gray,fleet depot,11450.0,13300.0,Tue Dec 23 2014 11:45:00 GMT-0800 (PST)
2011,Nissan,Sentra,2.0 SR,Sedan,automatic,3n1ab6ap4bl730287,il,35.0,13344.0,blue,gray,nissan-infiniti lt,10100.0,10800.0,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2011,Ram,1500,Sport,Crew Cab,automatic,1d7rb1ct6bs575679,tx,19.0,81151.0,black,—,pra receivables management llc,18250.0,14500.0,Wed Mar 04 2015 02:05:00 GMT-0800 (PST)
2011,Nissan,Sentra,2.0 SL,Sedan,automatic,3n1ab6ap3bl722214,pr,35.0,14256.0,white,beige,chelo auto sales,10500.0,9000.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Porsche,Cayenne,S,SUV,automatic,wp1ab2a24bla42231,fl,,28995.0,black,black,porsche of fort myers,43300.0,43500.0,Wed Dec 17 2014 16:40:00 GMT-0800 (PST)
2011,Ram,1500,Sport,Crew Cab,automatic,1d7rb1ct9bs554423,tx,,86057.0,black,gray,mike brown chrysler dodge jeep,15550.0,17100.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Ram,1500,Sport,Quad Cab,automatic,1d7rv1gt1bs524592,va,35.0,104516.0,gray,black,browns honda city,15450.0,16000.0,Thu Feb 19 2015 09:05:00 GMT-0800 (PST)
2011,Ram,1500,Sport,Crew Cab,automatic,1d7rv1ct8bs503163,sc,34.0,124305.0,black,gray,dab auto world & leasing,14800.0,17000.0,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2011,Nissan,Sentra,2,Sedan,automatic,3n1ab6ap4bl648804,ga,35.0,84355.0,silver,gray,a town auto brokers,7075.0,6900.0,Tue Dec 23 2014 13:00:00 GMT-0800 (PST)
2011,Nissan,Versa,1.8 S,Hatchback,manual,3n1bc1cp1bl360756,fl,28.0,18745.0,silver,black,autonation nissan pembroke pines,7575.0,6600.0,Tue Dec 23 2014 09:15:00 GMT-0800 (PST)
2011,Nissan,Versa,1.8 S,Sedan,automatic,3n1bc1ap8bl483439,nc,36.0,81076.0,silver,black,regional acceptance corporation / greenville,5750.0,5500.0,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2011,Ram,2500,SLT,Crew Cab,automatic,3d7ut2cl4bg620168,il,19.0,39882.0,silver,gray,ars/express car and truck rental inc,30800.0,24000.0,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2011,Nissan,Xterra,S,SUV,automatic,5n1an0nu6bc508312,fl,41.0,30774.0,silver,gray,the collection,16100.0,15000.0,Thu Dec 18 2014 09:15:00 GMT-0800 (PST)
2011,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp0bl474554,ga,28.0,101880.0,gray,gray,southern auto finance co/ft. lauderdale,5125.0,4400.0,Tue Feb 24 2015 05:00:00 GMT-0800 (PST)
2011,Ram,1500,SLT,Quad Cab,automatic,1d7rv1gt5bs619222,ny,,43392.0,red,gray,goldstein chrysler jeep inc,19000.0,20600.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2011,Nissan,Sentra,2,Sedan,automatic,3n1ab6ap6bl698507,in,26.0,71748.0,blue,gray,auto trakk llc,7725.0,6200.0,Wed Dec 17 2014 13:30:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mvxbw303597,pa,29.0,117948.0,gray,gray,nissan-infiniti lt,12700.0,9100.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Ram,1500,ST,Quad Cab,automatic,1d7rb1gk7bs635020,fl,29.0,57661.0,white,black,napletons north palm auto park inc,14100.0,16300.0,Thu Dec 18 2014 10:15:00 GMT-0800 (PST)
